userId,movieId,rating
493,6,4.0
385,6,3.0
102,6,3.0
68,6,4.0
202,6,5.0
588,6,5.0
219,6,3.5
317,6,5.0
23,6,4.0
266,6,4.0
160,6,2.0
577,6,4.0
32,6,3.0
64,6,4.5
140,6,5.0
82,6,3.5
561,6,4.0
308,6,1.0
492,6,3.0
414,6,3.0
362,6,4.0
389,6,5.0
28,6,3.5
524,6,4.0
532,6,5.0
79,6,4.0
597,6,3.0
469,6,3.0
182,6,4.5
217,6,2.0
313,6,3.0
391,6,4.0
195,6,4.0
325,6,4.0
274,6,4.0
480,6,4.0
425,6,4.0
386,6,3.0
18,6,4.0
372,6,5.0
166,6,3.5
590,6,3.5
318,6,4.0
353,6,4.0
244,6,5.0
57,6,3.0
339,6,4.0
112,6,4.5
368,6,4.0
559,6,5.0
603,6,4.0
592,6,3.0
501,6,3.0
117,6,3.0
580,6,4.0
610,6,5.0
314,6,3.0
6,6,4.0
553,6,5.0
438,6,5.0
62,6,4.5
336,6,4.0
269,6,5.0
24,6,4.5
121,6,5.0
337,6,5.0
282,6,4.0
191,6,4.0
11,6,5.0
400,6,5.0
486,6,5.0
1,6,4.0
434,6,4.0
150,6,4.0
91,6,5.0
521,6,4.0
604,6,3.0
239,6,5.0
373,6,5.0
84,6,4.0
45,6,4.0
181,6,3.0
573,6,4.5
105,6,4.0
437,6,5.0
297,6,5.0
294,6,3.0
44,6,3.0
474,6,3.0
68,7,2.0
71,7,3.0
600,7,3.5
179,7,3.0
177,7,1.0
188,7,4.0
19,7,2.0
451,7,3.0
280,7,4.5
181,7,3.0
117,7,4.0
566,7,4.0
350,7,3.0
597,7,1.0
42,7,3.0
474,7,3.0
513,7,3.0
84,7,3.0
32,7,4.0
257,7,1.0
304,7,4.0
411,7,3.0
489,7,4.0
90,7,4.0
470,7,3.0
150,7,3.0
95,7,3.0
492,7,3.0
276,7,4.0
414,7,3.0
599,7,2.5
498,7,4.0
6,7,4.0
31,7,4.0
51,7,4.0
314,7,4.0
337,7,3.0
262,7,3.0
33,7,1.0
541,7,4.0
206,7,4.0
286,7,3.5
606,7,2.5
199,7,3.0
270,7,3.0
58,7,5.0
510,7,1.0
45,7,3.0
169,7,4.5
529,7,2.0
14,7,3.0
43,7,5.0
521,7,3.0
501,7,4.0
436,8,3.0
6,8,3.0
43,8,5.0
372,8,2.0
501,8,3.0
414,8,3.0
274,8,3.0
20,8,1.0
337,9,5.0
456,9,4.0
428,9,2.0
217,9,3.0
492,9,5.0
353,9,3.0
389,9,3.0
364,9,3.0
270,9,3.0
269,9,2.0
402,9,3.0
599,9,1.5
179,9,3.0
151,9,4.0
437,9,3.0
464,9,2.5
447,10,3.0
136,10,5.0
301,10,4.0
559,10,3.0
453,10,2.0
570,10,3.5
446,10,3.0
232,10,3.0
520,10,4.0
117,10,3.0
476,10,3.0
372,10,3.0
186,10,4.0
349,10,4.0
380,10,5.0
573,10,4.5
469,10,2.0
8,10,2.0
174,10,3.0
68,10,4.5
181,10,2.0
592,10,3.0
46,10,3.0
81,10,1.0
166,10,4.5
485,10,4.0
322,10,4.0
182,10,3.5
480,10,4.0
240,10,3.0
144,10,3.0
202,10,4.0
282,10,3.5
489,10,2.5
486,10,4.0
541,10,4.0
391,10,3.0
84,10,3.0
602,10,3.0
288,10,3.0
284,10,4.0
244,10,5.0
176,10,5.0
314,10,3.0
99,10,4.0
438,10,4.0
368,10,3.0
262,10,2.0
307,10,2.5
557,10,4.5
21,10,5.0
26,10,3.0
192,10,5.0
220,10,4.0
226,10,4.0
498,10,3.0
414,10,3.0
63,10,3.0
361,10,3.5
19,10,2.0
57,10,3.0
34,10,5.0
588,10,3.0
385,10,3.0
173,10,3.0
292,10,3.5
386,10,3.0
569,10,4.0
470,10,3.0
313,10,4.0
340,10,4.0
411,10,3.0
200,10,4.5
331,10,3.0
458,10,4.0
448,10,4.0
91,10,3.5
354,10,3.5
534,10,4.0
93,10,4.0
229,10,4.0
387,10,3.5
43,10,4.0
462,10,3.0
31,10,4.0
580,10,3.5
501,10,4.0
6,10,3.0
408,10,4.5
353,10,3.0
584,10,5.0
524,10,4.0
597,10,3.0
590,10,3.5
178,10,4.0
195,10,4.0
347,10,4.0
94,10,3.0
170,10,3.0
59,10,3.0
441,10,4.5
608,10,4.0
11,10,3.0
609,10,4.0
566,10,3.0
42,10,5.0
208,10,2.0
243,10,5.0
395,10,3.0
334,10,3.5
235,10,2.0
82,10,3.5
452,10,4.0
160,10,1.0
522,10,4.5
248,10,3.5
599,10,3.5
425,10,3.0
483,10,2.0
217,10,4.0
304,10,4.0
274,10,4.0
531,10,4.0
517,10,0.5
119,10,4.0
104,10,3.0
434,10,3.5
294,10,3.0
219,10,4.5
56,10,4.0
419,10,3.5
376,10,4.5
57,11,3.0
235,11,4.0
410,11,3.0
414,11,5.0
56,11,4.0
6,11,4.0
594,11,5.0
94,11,3.0
501,11,3.0
174,11,5.0
177,11,3.0
140,11,4.0
42,11,5.0
156,11,3.0
181,11,5.0
8,11,4.0
373,11,2.0
469,11,3.0
121,11,4.0
489,11,1.5
411,11,4.0
597,11,3.0
599,11,2.5
201,11,4.0
239,11,5.0
100,11,4.0
33,11,2.0
438,11,4.0
322,11,4.0
404,11,4.0
607,11,3.0
38,11,5.0
290,11,4.0
587,11,4.0
45,11,3.0
35,11,4.0
68,11,4.5
199,11,4.0
476,11,3.0
353,11,4.0
606,11,2.5
89,11,2.5
455,11,4.0
43,11,4.0
109,11,4.0
474,11,2.5
541,11,4.0
117,11,4.0
566,11,5.0
169,11,4.0
202,11,4.0
84,11,4.0
446,11,4.0
345,11,2.5
314,11,5.0
590,11,3.0
579,11,3.0
514,11,4.0
500,11,1.0
304,11,5.0
387,11,2.5
372,11,4.0
347,11,4.0
530,11,4.0
357,11,3.5
113,11,3.0
263,11,4.0
570,11,3.5
602,11,3.0
107,11,5.0
571,12,1.0
492,12,3.0
599,12,1.5
524,12,1.0
380,12,4.0
294,12,1.0
19,12,1.0
273,12,1.0
350,12,3.0
274,12,3.5
288,12,2.0
151,12,3.0
448,12,2.0
337,12,3.0
351,12,5.0
217,12,3.0
44,12,1.0
276,12,4.0
120,12,3.0
304,13,4.0
6,13,3.0
476,13,3.0
328,13,3.0
19,13,3.0
288,13,2.0
509,13,3.0
20,13,4.0
604,14,4.0
470,14,4.0
302,14,4.0
109,14,4.0
437,14,3.0
602,14,5.0
337,14,3.0
385,14,3.0
492,14,3.0
544,14,3.0
84,14,4.0
474,14,3.0
90,14,5.0
270,14,5.0
372,14,4.0
182,14,4.0
521,14,4.0
206,14,4.0
414,15,2.0
284,15,4.0
314,15,2.0
501,15,1.0
599,15,1.5
559,15,3.0
6,15,4.0
592,15,4.0
136,15,5.0
541,15,3.0
19,15,2.0
606,15,3.5
93,15,4.0
28,16,2.5
100,16,4.5
368,16,4.0
239,16,4.5
380,16,3.0
162,16,5.0
18,16,4.5
240,16,3.0
6,16,4.0
610,16,4.5
136,16,5.0
88,16,4.5
362,16,4.0
282,16,4.0
386,16,4.0
226,16,4.5
177,16,3.0
372,16,4.0
257,16,3.5
181,16,3.0
303,16,2.5
61,16,4.0
514,16,3.5
608,16,4.5
103,16,5.0
413,16,5.0
68,16,3.5
266,16,5.0
121,16,5.0
274,16,4.5
603,16,4.0
553,16,5.0
414,16,3.0
312,16,4.0
427,16,4.0
482,16,2.0
317,16,5.0
182,16,5.0
480,16,4.0
298,16,4.0
91,16,4.5
483,16,4.0
580,16,4.5
453,16,3.0
437,16,5.0
602,16,3.0
599,16,3.0
444,16,4.0
310,16,1.0
261,16,4.0
585,16,5.0
448,16,5.0
357,16,3.5
474,16,4.0
112,16,4.5
337,16,4.0
187,16,4.0
287,16,2.0
307,16,4.5
462,16,3.5
332,16,3.5
339,16,4.5
405,16,4.0
289,16,4.5
385,16,3.0
42,16,5.0
111,16,4.5
373,16,4.0
191,16,4.0
510,16,1.0
109,16,4.0
311,16,2.5
446,16,3.0
195,16,4.0
105,16,4.5
464,16,4.5
64,16,5.0
330,16,3.5
588,16,4.0
201,16,4.0
501,16,3.0
305,16,4.5
214,17,3.0
350,17,2.0
604,17,4.0
84,17,5.0
275,17,5.0
389,17,4.0
597,17,3.0
489,17,4.5
33,17,4.0
38,17,3.0
191,17,5.0
266,17,1.0
262,17,3.0
54,17,3.0
600,17,3.5
437,17,4.0
112,17,0.5
488,17,5.0
603,17,3.0
301,17,4.0
162,17,5.0
474,17,5.0
144,17,4.0
270,17,4.0
40,17,5.0
590,17,3.5
323,17,3.5
451,17,5.0
357,17,5.0
198,17,3.0
414,17,4.0
246,17,5.0
6,17,4.0
263,17,5.0
337,17,4.0
517,17,0.5
182,17,4.0
501,17,3.0
31,17,3.0
314,17,4.0
94,17,1.0
156,17,4.0
302,17,5.0
132,17,3.0
606,17,4.0
227,17,3.5
594,17,4.0
412,17,5.0
445,17,3.5
404,17,4.0
599,17,3.5
166,17,4.0
579,17,5.0
288,17,3.5
100,17,4.5
206,17,5.0
446,17,5.0
68,17,3.5
572,17,5.0
509,17,3.0
90,17,5.0
173,17,4.0
566,17,5.0
346,17,4.0
71,17,1.0
117,17,3.0
304,17,3.0
521,18,4.0
483,18,4.0
606,18,4.0
182,18,5.0
68,18,2.0
109,18,3.0
179,18,4.0
256,18,5.0
307,18,3.0
103,18,5.0
318,18,3.0
599,18,3.0
66,18,4.0
489,18,2.0
44,18,4.0
380,18,4.0
95,18,3.5
501,18,5.0
414,18,3.0
295,18,3.5
325,19,2.0
179,19,3.0
555,19,3.0
141,19,2.0
606,19,2.0
377,19,2.0
604,19,1.0
323,19,2.5
321,19,3.0
369,19,4.0
584,19,3.0
381,19,2.5
6,19,2.0
226,19,3.5
428,19,1.0
475,19,4.0
139,19,1.0
177,19,2.0
66,19,3.0
483,19,3.5
19,19,2.0
276,19,4.0
156,19,3.0
408,19,3.5
559,19,2.0
42,19,2.0
602,19,2.0
294,19,2.0
379,19,2.0
112,19,4.0
117,19,2.0
249,19,3.5
103,19,3.5
40,19,2.0
509,19,4.0
534,19,4.0
229,19,3.0
121,19,2.0
94,19,2.0
91,19,2.0
122,19,3.5
318,19,3.5
495,19,4.5
136,19,3.0
64,19,3.5
376,19,2.0
217,19,1.0
284,19,4.0
432,19,2.0
552,19,3.5
353,19,4.0
68,19,1.5
58,19,1.0
489,19,2.0
600,19,3.0
565,19,3.0
380,19,5.0
200,19,3.5
477,19,3.0
144,19,3.0
56,19,5.0
21,19,2.5
240,19,5.0
608,19,2.0
347,19,4.0
524,19,3.0
219,19,2.5
470,19,3.0
14,19,1.0
274,19,4.0
373,19,1.0
438,19,3.0
448,19,2.0
357,19,2.0
280,19,3.0
541,19,2.0
599,19,3.0
497,19,4.0
592,19,4.0
222,19,3.5
292,19,1.5
590,19,2.0
45,19,4.5
307,19,4.0
480,19,1.5
308,19,1.0
520,19,1.0
100,19,1.0
588,20,2.0
249,20,3.5
199,20,2.0
599,20,1.5
326,20,3.5
284,20,1.0
239,20,3.5
464,20,4.0
217,20,2.0
274,20,3.5
448,20,3.0
386,20,2.0
501,20,1.0
78,20,3.0
524,20,2.0
566,21,4.0
58,21,4.0
410,21,3.0
368,21,3.0
314,21,3.0
156,21,5.0
572,21,5.0
35,21,5.0
489,21,2.5
115,21,4.0
462,21,4.0
486,21,4.0
216,21,3.0
109,21,3.0
288,21,4.0
266,21,4.0
307,21,2.5
135,21,3.0
480,21,2.5
608,21,3.5
32,21,4.0
304,21,4.0
373,21,1.0
273,21,5.0
470,21,3.0
45,21,4.0
181,21,2.0
40,21,4.0
308,21,1.0
66,21,4.0
191,21,4.0
8,21,4.0
444,21,4.0
588,21,3.0
501,21,3.0
242,21,3.0
555,21,4.0
411,21,4.0
57,21,3.0
294,21,3.0
448,21,2.0
33,21,4.0
414,21,4.0
102,21,3.0
275,21,5.0
140,21,4.0
262,21,3.0
386,21,4.0
182,21,2.5
404,21,3.0
28,21,3.0
84,21,4.0
229,21,4.0
38,21,3.0
4,21,3.0
446,21,3.0
587,21,4.0
284,21,3.0
524,21,3.0
592,21,3.0
597,21,5.0
301,21,4.0
565,21,3.0
602,21,4.0
302,21,4.0
54,21,3.0
6,21,2.0
379,21,2.0
91,21,4.0
453,21,3.0
112,21,2.0
603,21,5.0
372,21,3.0
458,21,5.0
199,21,4.0
42,21,4.0
5,21,4.0
235,21,4.0
321,21,3.0
599,21,4.0
438,21,3.5
117,21,4.0
474,21,4.0
219,21,3.5
385,21,5.0
356,21,3.5
94,21,3.0
239,21,4.0
380,21,2.0
414,22,3.0
411,22,3.0
6,22,5.0
602,22,3.0
121,22,3.0
181,22,3.0
91,22,3.5
504,22,3.5
307,22,2.0
429,22,4.0
140,22,3.0
386,22,3.0
274,22,3.5
474,22,3.0
373,22,3.0
604,22,3.0
160,22,1.0
489,22,3.5
42,22,5.0
99,22,4.0
428,22,2.5
541,22,4.0
314,22,3.0
64,22,3.5
58,22,3.0
353,22,5.0
580,22,4.0
588,22,3.0
226,22,2.0
584,22,4.0
325,22,3.0
297,22,2.0
323,22,3.0
368,22,3.0
514,22,3.0
217,22,3.0
314,23,3.0
99,23,4.0
483,23,3.0
28,23,1.5
140,23,3.0
524,23,2.0
239,23,3.5
102,23,3.0
414,23,2.0
182,23,3.5
43,23,5.0
604,23,4.0
274,23,3.5
599,23,1.0
464,23,3.0
136,23,5.0
234,24,5.0
414,24,3.0
600,24,2.0
555,24,5.0
483,24,2.5
71,24,2.0
263,24,3.0
266,24,1.0
599,24,2.5
477,24,4.0
321,24,4.0
518,24,2.5
290,24,3.0
198,24,4.0
6,24,4.0
111,24,2.5
479,24,3.0
32,24,3.0
201,24,4.0
307,24,2.0
274,24,3.5
591,24,2.0
342,24,3.0
608,24,2.0
474,24,3.0
592,24,4.0
337,24,5.0
181,24,3.0
191,25,5.0
451,25,5.0
462,25,3.0
265,25,1.0
113,25,1.0
90,25,5.0
121,25,4.0
156,25,4.0
32,25,4.0
570,25,4.0
589,25,5.0
282,25,4.0
118,25,2.0
14,25,4.0
330,25,4.5
235,25,5.0
269,25,5.0
603,25,4.0
108,25,4.0
270,25,4.0
201,25,5.0
446,25,3.0
385,25,3.0
31,25,2.0
580,25,4.0
302,25,5.0
389,25,4.0
198,25,4.0
602,25,4.0
187,25,3.0
464,25,4.0
402,25,3.0
337,25,4.0
501,25,2.0
178,25,4.5
33,25,3.0
607,25,3.0
150,25,4.0
521,25,5.0
171,25,5.0
414,25,3.0
604,25,3.0
290,25,4.0
195,25,4.0
64,25,3.5
181,25,1.0
524,25,3.0
84,25,5.0
372,25,4.0
199,25,5.0
36,25,2.5
308,25,1.0
214,25,2.0
262,25,3.0
566,25,2.0
437,25,4.0
109,25,5.0
474,25,3.5
386,25,2.0
68,25,3.5
305,25,3.0
552,25,3.0
373,25,5.0
275,25,3.0
353,25,4.0
588,25,3.0
182,25,4.5
95,25,5.0
144,25,3.0
391,25,5.0
6,25,3.0
206,25,5.0
405,25,4.0
91,25,2.0
432,25,4.5
112,25,2.5
32,26,4.0
470,26,3.0
488,26,2.5
474,26,3.5
68,26,3.0
117,26,4.0
6,26,4.0
314,26,4.0
40,26,4.0
262,26,3.0
599,26,2.5
182,26,4.0
483,26,4.0
506,27,3.0
458,27,5.0
337,27,5.0
280,27,4.5
501,27,3.0
474,27,2.0
414,27,2.0
307,27,2.5
6,27,3.0
177,28,2.5
603,28,5.0
262,28,5.0
474,28,4.5
100,28,4.5
246,28,4.5
33,28,5.0
594,28,4.5
606,28,3.5
605,28,4.0
509,28,3.5
182,29,4.0
325,29,4.0
132,29,2.0
323,29,3.5
521,29,3.0
330,29,3.0
66,29,4.5
313,29,4.0
602,29,2.0
43,29,5.0
599,29,3.5
253,29,4.5
171,29,5.0
23,29,4.0
391,29,5.0
221,29,4.5
483,29,5.0
95,29,5.0
91,29,4.0
606,29,4.5
187,29,4.0
603,29,2.0
268,29,5.0
267,29,4.0
295,29,5.0
440,29,4.5
387,29,3.5
260,29,4.0
469,29,4.0
600,29,4.5
202,29,4.0
246,29,5.0
555,29,4.0
318,29,3.5
474,29,3.5
287,29,4.5
576,29,3.5
274,29,4.0
603,30,4.0
325,30,4.0
527,30,1.0
426,31,5.0
314,31,3.0
599,31,2.0
58,31,4.0
414,31,3.0
464,31,4.0
40,31,4.0
203,31,3.5
109,31,3.0
387,31,2.5
6,31,3.0
28,31,2.5
159,31,3.5
479,31,3.0
3,31,0.5
117,31,3.0
372,31,2.0
104,31,4.0
282,31,4.5
240,31,4.0
68,31,3.5
84,31,3.0
307,31,1.5
534,31,3.5
518,31,1.0
337,31,5.0
474,31,3.0
181,31,3.0
131,31,3.0
437,31,4.0
483,31,2.0
47,31,3.0
362,31,4.0
561,31,2.5
447,31,4.0
411,31,4.0
162,31,4.0
608,31,3.0
380,32,5.0
553,32,5.0
284,32,5.0
18,32,4.0
305,32,5.0
317,32,4.0
50,32,3.0
307,32,3.5
219,32,3.5
133,32,4.0
437,32,4.0
600,32,4.5
302,32,3.0
282,32,4.0
264,32,1.0
325,32,4.0
414,32,5.0
191,32,5.0
122,32,5.0
318,32,4.5
512,32,5.0
610,32,4.5
61,32,4.5
468,32,4.0
226,32,4.0
198,32,5.0
105,32,3.5
112,32,5.0
449,32,4.0
312,32,4.0
24,32,3.5
489,32,3.5
596,32,3.5
91,32,4.0
330,32,5.0
347,32,3.0
149,32,4.0
524,32,3.0
529,32,5.0
146,32,5.0
555,32,4.0
462,32,3.5
313,32,4.0
580,32,5.0
95,32,4.0
381,32,3.5
115,32,5.0
385,32,4.0
269,32,4.0
304,32,4.0
486,32,5.0
80,32,4.0
8,32,3.0
249,32,5.0
109,32,4.0
227,32,4.5
350,32,4.0
353,32,5.0
171,32,5.0
387,32,3.5
608,32,3.5
587,32,5.0
273,32,5.0
222,32,3.0
599,32,3.0
604,32,4.0
483,32,5.0
389,32,4.0
63,32,3.0
314,32,3.0
6,32,4.0
386,32,3.0
520,32,3.5
28,32,3.5
464,32,3.5
277,32,5.0
323,32,2.5
469,32,5.0
509,32,4.0
337,32,4.0
373,32,4.0
150,32,5.0
492,32,3.0
377,32,4.5
391,32,4.0
405,32,4.5
544,32,3.0
271,32,4.0
202,32,4.0
90,32,4.0
19,32,4.0
376,32,5.0
603,32,3.0
237,32,5.0
235,32,4.0
270,32,4.0
160,32,5.0
4,32,2.0
476,32,4.0
174,32,3.0
275,32,5.0
398,32,5.0
265,32,4.0
561,32,3.5
54,32,3.0
64,32,4.0
339,32,3.0
259,32,5.0
565,32,5.0
239,32,5.0
456,32,3.0
332,32,2.5
354,32,4.0
45,32,4.5
513,32,4.0
420,32,3.5
14,32,4.0
375,32,5.0
424,32,3.5
132,32,3.0
57,32,4.0
242,32,5.0
120,32,3.0
474,32,4.0
602,32,3.0
501,32,3.0
274,32,4.0
303,32,3.5
559,32,3.0
23,32,3.5
195,32,4.0
521,32,3.0
446,32,4.0
72,32,4.5
58,32,5.0
39,32,3.0
144,32,4.0
560,32,3.5
453,32,5.0
292,32,2.0
201,32,4.0
566,32,4.0
445,32,5.0
570,32,4.0
81,32,5.0
117,32,3.0
206,32,3.0
288,32,5.0
448,32,2.0
266,32,4.0
477,32,4.5
33,32,3.0
254,32,4.5
364,32,3.0
46,32,4.0
438,32,4.0
434,32,3.5
451,32,5.0
66,32,5.0
182,32,4.0
425,32,4.0
470,32,3.0
32,32,4.0
372,32,4.0
135,32,5.0
480,32,4.0
78,32,3.5
220,32,4.5
247,32,3.0
94,32,5.0
298,32,4.0
221,32,5.0
179,32,4.0
590,32,3.0
345,32,3.5
606,32,4.0
166,32,4.0
103,34,4.0
230,34,2.0
359,34,2.5
19,34,4.0
349,34,5.0
353,34,5.0
488,34,3.0
288,34,4.0
156,34,4.0
563,34,2.0
357,34,4.0
200,34,2.5
275,34,5.0
603,34,4.0
600,34,2.0
477,34,4.0
386,34,4.0
580,34,2.5
559,34,5.0
474,34,4.5
394,34,3.0
593,34,4.0
489,34,2.0
305,34,3.0
570,34,3.5
354,34,3.5
216,34,5.0
263,34,4.0
142,34,4.0
290,34,4.0
608,34,3.5
430,34,3.0
40,34,5.0
174,34,4.0
27,34,5.0
201,34,5.0
381,34,3.5
95,34,4.0
217,34,4.0
507,34,5.0
584,34,3.0
425,34,3.5
198,34,4.0
185,34,2.0
602,34,1.0
132,34,1.5
181,34,5.0
109,34,3.0
597,34,4.0
136,34,2.0
234,34,3.0
255,34,1.0
26,34,3.0
404,34,4.0
64,34,4.5
560,34,2.5
514,34,4.0
84,34,4.0
453,34,4.0
436,34,5.0
561,34,2.5
223,34,1.0
330,34,3.0
140,34,4.0
8,34,5.0
412,34,5.0
235,34,4.0
20,34,4.0
